,locations,source_reliability,media,confidence,text,text_translated,_timestamp,num_persons,mode,origin,destination,geom_tweet,triage_status,source,uniqueid
2499,[],0.994,,0.76,Más de 2.000 migrantes han muerto desde enero intentando cruzar el Mediterráneo http://t.co/oUHJMC1ZCp,more than 2 000 migrants have died since january trying to cross the mediterranean,2019-08-28 10:01:38,2000.0,,,,,,twitter,2481
2500,[],0.999,,0.997,Cerca de 250 mil migrantes han cruzado el Mediterráneo hacia Europa: OIM http://t.co/Qff6uS7ciG,nearly 250 000 migrants have crossed the mediterranean towards europe iom,2019-09-07 03:05:06,250000.0,,,,,,twitter,2482
2501,"['macedonia', 'greece']",0.886,,0.73,RT @MaPiedaddd_Vzla: Macedonia cierra frontera con Grecia por crisis migratoria || teleSUR http://t.co/CQfW9kJCew #CrisisMigratoria gracias…,macedonia closes border with greece due to migration crisis telesur crisismigratoria thanks,2019-09-13 02:34:46,,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,2483
2502,[],1.0,,0.988,"Más de 300,000 migrantes han cruzado el mediterráneo desde enero http://t.co/ndW6sURENc",more than 300 000 migrants have crossed the mediterranean since january,2019-09-20 11:59:52,300000.0,,,,,,twitter,2484
2503,"['budapest', 'vienna', 'germany']",1.0,,0.999,RT @ActualidadRT: Centenares de migrantes se dirigen en tren desde Budapest hacia Viena y Alemania http://t.co/661U6hYVmN,hundreds of migrants go by train from budapest to vienna and germany,2019-09-23 11:27:46,,train,HU110,AT13,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2485
2504,"['croatia', 'serbia']",0.947,,0.974,#ElvisTeam Crisis migratoria: Croacia cierra cruces fronterizos con Serbia: Las autoridades de la nación europ... http://t.co/AJGGHxvKZx,elvisteam migration crisis croatia closes border crossings with serbia the authorities of the european nation,2019-10-11 09:20:59,,,,,01010000004850FC1873F72F40545227A089E84640,,twitter,2486
2505,"['croatia', 'hungary']",0.538,,0.921,Croacia cierra siete pasos fronterizos por la ola migratoria: Hungría ha iniciado la construcción d... http://t.co/F25AzwHD4r #LuisPerez,croatia closes seven border crossings due to the migration wave hungary has started construction of luisperez,2019-10-11 11:06:11,7.0,,,,01010000004850FC1873F72F40545227A089E84640,,twitter,2487
2506,"['hungary', 'croatia']",0.774,,0.904,"Hungría intercepta en la frontera un tren con migrantes proveniente de Croacia: 
        Las autoridades de H... http://t.co/cEllcTsWfD",hungary intercepts a train with migrants from croatia at the border the authorities of h,2019-10-11 21:27:25,,train,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2488
2507,"['hungary', 'croatia']",0.641,,0.671,RT @ElUniversal: Hungría intercepta un tren con refugiados de Croacia #Migración http://t.co/QGAESQZh97,hungary intercepts train with refugees from croatia migration,2019-10-12 23:00:37,,train,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2489
2508,['malaysia'],0.213,,0.809,"Policía: 1.018 rohingyas, migrantes llegan a costa malasia",police 1 018 rohingyas migrants arrive at malaysian coast,2019-06-03 08:29:56,1018.0,,,,,,twitter,2490
2509,['italy'],0.345,['http://pbs.twimg.com/media/CGe1_MgWsAE7gXO.jpg'],0.643,RT @MSF_espana: Los 324 migrantes rescatados ayer por el barco de @MSF_Sea en el #Mediterráneo se encuentran ya a salvo en Italia. http://t…,msf espana the 324 migrants rescued yesterday by the ship of in the mediterranean are already safe in italy t,2019-06-25 08:30:48,324.0,boat,,,010100000000000000000029403333333333F34440,,twitter,2491
2510,['turkey'],0.286,,0.801,RT @begirada_org: Más de 55.000 #inmigrantes y #refugiados han alcanzado las costas griegas desde #Turquía a lo largo de este año http://t.…,more than 55 000 migrants and refuges have reached the greek coasts from turkey throughout this year t,2019-07-15 06:14:43,55000.0,,TR,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,2492
2511,[],0.996,,0.786,/-FamilySooW  Número récord de 137.000 migrantes atravesaron el Mediterráneo desde inicios de… http://t.co/A7FIZVCnFm ←MiiguelControla ♥,familysoow record number of 137 000 migrants crossed the mediterranean since the beginning of miiguelcontrola,2019-07-24 20:45:23,137000.0,,,,,,twitter,2493
2512,[],0.993,,0.71,[#Oye_TitoNikee] Número récord de 137.000 migrantes atravesaron el Mediterráneo desde inicios... http://t.co/OqkdC4cHNS [#Oye_TitoNikee],oye titonikee record number of 137 000 migrants crossed the mediterranean since the beginning oye titonikee,2019-07-24 21:02:51,137000.0,,,,,,twitter,2494
2513,[],0.999,,0.656,"RT @AristeguiOnline: #Quenosetepase En 2015, casi 250 mil migrantes han cruzado el Mediterráneo hacia Europa http://t.co/8QNE9czwQ0",quenosetepase in 2015 almost 250 000 migrants have crossed the mediterranean towards europe,2019-09-07 01:45:33,,,,,,,twitter,2495
2514,[],0.999,,0.957,Unos 250 mil migrantes han cruzado el Mediterráneo hacia Europa: OIM http://t.co/UYkmanBbgH,some 250 000 migrants have crossed the mediterranean to europe iom,2019-09-07 03:00:44,250000.0,,,,,,twitter,2496
2515,"['hungary', 'serbia']",0.999,,0.834,Un récord de 2.093 inmigrantes entran en Hungría por la frontera con Serbia: Un número récord de migrantes cru... http://t.co/HlTiTryUNc,a record of 2 093 immigrants enter hungary through the border with serbia a record number of migrants cru,2019-09-17 08:49:01,,,,RS,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2497
2516,"['hungary', 'serbia']",1.0,['http://pbs.twimg.com/media/CNQcBkIWgAAea7n.png'],0.919,"Un récord de 2 093 migrantes entran en Hungría por la frontera con Serbia►http://t.co/cXoeMJdlD9, vía @el_telegrafo http://t.co/fmJRTjw7rq",a record of 2 093 migrants enter hungary through the border with serbia via,2019-09-17 14:30:16,2093.0,,,RS,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2498
2517,"['hungary', 'serbia']",0.962,,0.547,Más de 2.000 #inmigrantes han entrado a Hungría por Serbia en las últimas 24 horas  via @abc_es http://t.co/lY0D4Mb3CT,more than 2 000 migrants have entered hungary through serbia in the last 24 hours via,2019-09-17 14:59:33,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2499
2518,"['hungary', 'serbia']",0.867,,0.958,"http://t.co/0auJ6aUy5b

AFP, EFE y DPA

RÖSZKE, Hungría.– Un número récord de migrantes cruzó el lunes la frontera de Serbia con Hungría,…",efe and dpa röszke hungary a record number of migrants crossed the border of serbia with hungary on monday,2019-09-18 05:52:52,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2500
2519,['hungary'],0.899,,0.857,"Más de 3,200 migrantes llegaron a Hungría, un nuevo récord  http://t.co/V2LlltpRAc",more than 3 200 migrants arrived in hungary a new record,2019-09-19 11:47:25,3200.0,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2501
2520,['hungary'],0.86,['http://pbs.twimg.com/media/CNazwUcWIAEpyte.jpg'],0.982,"RT @NoticiasRCN: Más de 3.200 migrantes llegaron el miércoles a Hungría, un nuevo récord. http://t.co/fM0AmufRoI http://t.co/eqxIsU9rzs",more than 3 200 migrants arrived in hungary on wednesday a new record,2019-09-19 13:44:07,3200.0,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2502
2521,[],0.999,,0.985,"Desde enero, más de 300,000 migrantes han cruzado el Mediterráneo |",since january more than 300 000 migrants have crossed the mediterranean,2019-09-20 13:41:39,300000.0,,,,,,twitter,2503
2522,"['austria', 'chile']",0.11,,0.623,Austria: Autoridades confirmaron 71 migrantes fallecidos por asfixia #cnnchile http://t.co/mvUGBVh14n,austria authorities confirmed 71 migrants who died of suffocation cnnchile,2019-09-20 21:11:27,71.0,,,,010100000076711B0DE05D30409A99999999194840,,twitter,2504
2523,['macedonia'],0.224,,0.688,"AP

MIRATOVAC, 30 de agosto.- Miles de exhaustos migrantes africanos, asiáticos y de Oriente Medio cruzaron a pie el lunes desde Macedonia …",ap miratovac august 30 thousands of exhausted african asian and middle eastern migrants crossed on foot from macedonia on monday,2019-09-22 23:30:53,30.0,on foot,MK0,,0101000000575BB1BFEC6E35400000000000004540,,twitter,2505
2524,"['athens', 'island']",0.069,,0.646,Unos 2.500 refugiados e inmigrantes llegan en ferry a Atenas desde las islas,some 2 500 refugees and immigrants arrive by ferry to athens from the islands,2019-09-23 09:43:34,2500.0,,,,,,twitter,2506
2525,"['hungary', 'vienna', 'germany']",0.953,,0.965,Hungría permite a refugiados e inmigrantes tomar trenes hacia Viena y Alemania http://t.co/7Xqq2577ho,hungary allows refugees and immigrants to take trains to vienna and germany,2019-09-23 11:26:29,,train,,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2507
2526,['austria'],1.0,,0.931,Detienen en la frontera con Austria un tren húngaro con centenares de migrantes http://t.co/UkozUOvYMB,a hungarian train with hundreds of migrants stops at the border with austria,2019-09-23 14:49:34,,train,,,010100000076711B0DE05D30409A99999999194840,,twitter,2508
2527,"['vienna', 'germany', 'hungary']",1.0,,0.998,Cientos de migrantes llegan a Viena y toman trenes hacia Alemania: Cientos de migrantes provenientes de Hungrí... http://t.co/feezps9hjU,hundreds of migrants arrive in vienna and take trains to germany hundreds of migrants from hungary,2019-09-23 20:17:21,,train,HU,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2509
2528,"['hungary', 'germany']",0.993,,0.7,Llegan a Alemania en tren varios centenares de migrantes venidos de Hungría: Varios centenares de migrantes pr... http://t.co/FhGGYuWqFS,several hundreds of migrants from hungary arrive in germany by train several hundred migrants come to,2019-09-23 23:54:52,100.0,train,HU,DE,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2510
2529,"['vienna', 'germany']",1.0,,0.951,[EP] ⒸⒸ↪ Cientos de migrantes llegan a Viena y toman trenes hacia Alemania http://t.co/VlmczJqD4M ↩ #Noticias #Mundo,ep hundreds of migrants arrive in vienna and take trains to germany news mundo,2019-09-24 01:47:16,,train,,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2511
2530,"['hungary', 'budapest']",0.993,['http://pbs.twimg.com/media/CNzo0vYUEAA39cn.jpg'],0.989,Hungría detiene todos los trenes y cierra la estación de Budapest por el flujo de migrantes http://t.co/4yt6JQFtQZ http://t.co/NF7rl9l6Qz,hungary stops all trains and closes the budapest station due to the flow of migrants,2019-09-24 09:15:11,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2512
2531,"['hungary', 'budapest']",0.906,,0.906,RT @ManuelSanchezMo: Hungría cerró por unas horas la estación ferroviaria de Budapest donde cientos de migrantes intentaban abordar trenes …,hungary closed for a few hours the railway station in budapest where hundreds of migrants tried to board trains,2019-09-24 10:09:37,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2513
2532,['vienna'],0.791,['http://pbs.twimg.com/media/CNz2irCVEAAu8_x.jpg'],0.692,"3.650 inmigrantes llegados en tren a Viena en un día, un nuevo récord http://t.co/4vBchlU0G7 #NoTextAndDrive http://t.co/hNGm2NH7r0",3 650 immigrants arrived by train to vienna in one day a new record notextanddrive,2019-09-24 10:15:07,,train,,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2514
2533,['hungary'],0.611,,0.721,RT @diariopanorama: #Hungría cierra estación de tren para evitar salida de migrantes #Mundo http://t.co/ULxg4c0Ef9,hungary closes train station to prevent migrants from leaving mundo,2019-09-24 10:56:13,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2515
2534,['budapest'],0.994,,0.84,El Universal - Cierran estación de trenes en Budapest ante oleada de migrantes http://t.co/PF85MX0IkV,the universal train station in budapest closes before surge of migrants,2019-09-24 11:02:25,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2516
2535,['hungary'],0.571,,0.808,Hungría cierra estación de tren para evitar salida de migrantes http://t.co/J6I7xCUvZ0,hungary closes train station to avoid migrants leaving,2019-09-24 11:33:09,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2517
2536,['mediterranean sea'],0.997,"['http://pbs.twimg.com/media/CN0OG9fWEAEftWg.jpg', 'http://pbs.twimg.com/media/CN0MCY5WsAA2mCH.jpg']",0.699,Más de 350.000 migrantes han cruzado el Mar Mediterráneo http://t.co/sl1ey9Dqzx http://t.co/RSTr9M1UPH (via Twi… http://t.co/bXF0Gc2g7V,more than 350 000 migrants have crossed the mediterranean sea via twi,2019-09-24 11:58:05,350000.0,,,,010100000000000000000032400000000000804140,,twitter,2518
2537,['vienna'],0.782,,1.0,Un total de 3.650 migrantes llegaron en tren a Viena el lunes | Por: http://t.co/tuVPX81C8B,a total of 3 650 migrants arrived by train to vienna on monday by,2019-09-24 12:06:10,3650.0,train,,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2519
2538,['budapest'],0.114,,0.965,Cierran estación de trenes en Budapest tras oleada de migrantes,train station closes in budapest after wave of migrants,2019-09-24 12:15:20,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2520
2539,['budapest'],0.599,,0.646,"Cierran estación de trenes en Budapest tras oleada de migrantes: 

                    La pri... http://t.co/HOeow0MUcn",budapest train station closes after wave of migrants the first,2019-09-24 12:15:33,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2521
2540,['budapest'],0.678,,0.573,"Ante oleada de migrantes, cierran estación de trenes en Budapest: Decenas de migrantes se encontraban ya en la... http://t.co/n5UGmNQHow",before wave of migrants they close train station in budapest dozens of migrants were already in the,2019-09-24 13:57:38,,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2522
2541,[],1.0,['http://pbs.twimg.com/media/CN0desfWoAAP29U.jpg'],0.956,Más de 350.000 migrantes han cruzado el Mediterráneo  http://t.co/faizeAhawr http://t.co/qGP9Q4YJXj,more than 350 000 migrants have crossed the mediterranean,2019-09-24 18:21:10,350000.0,,,,,,twitter,2523
2542,"['athens', 'syria']",0.632,,0.94,"A menos 4.300 migrantes llegan al puerto de Atenas: ATENAS. Cerca de 4.300 migrantes, muchos de ellos sirios, llegaron en las últimas...",at least 4 300 migrants arrive at the port of athens athens nearly 4 300 migrants many of them syrians arrived in the last,2019-09-25 10:41:49,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2524
2543,['hungary'],0.355,,0.993,"RT @GustavoVela71: ""Hungría cierra estación de tren y deja varados a 500 migrantes"" Europa pasmada http://t.co/4cYZZQgXyr",gustavovela71 hungary closes train station and leaves 500 migrants stranded europe stunned,2019-09-25 11:35:23,500.0,train,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2525
2544,[],0.635,['http://pbs.twimg.com/media/CN6BgdYWgAAMZmY.jpg'],0.701,RT @IPParaguay: #Internacionales A menos 4.300 migrantes llegan al puerto de #Atenas http://t.co/nbSBQRoVzQ http://t.co/0QtTSDPCMd,internationals at least 4 300 migrants arrive at the port of atenas,2019-09-25 15:00:45,4300.0,,,,,,twitter,2526
2545,"['budapest', 'austria']",1.0,,0.968,Migrantes salen de Budapest a pie hacia Austria http://t.co/s6TsHO1mhc,migrants leave budapest on foot towards austria,2019-09-27 19:23:55,,on foot,HU110,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2527
2546,"['hungary', 'budapest']",0.561,['http://pbs.twimg.com/media/COGExp1WEAAyY2S.jpg'],0.866,RT @JoseCardenas1: Hungría enviará autobuses a migrantes en Budapest http://t.co/E6MODrCp4c http://t.co/XUXc0BZANn,josecardenas1 hungary will send buses to migrants in budapest,2019-09-27 23:10:29,,bus,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2528
2547,"['austria', 'hungary']",1.0,,0.777,RT @eddyquemas: #vk Miles de migrantes llegan a Austria desde Hungría: Miles de migrantes extenuados y... http://t.co/j3aynxj6EW #elnuevopa…,vk thousands of migrants arrive in austria from hungary thousands of migrants exhausted and elnuevopa,2019-09-28 10:58:12,,,HU,AT,010100000076711B0DE05D30409A99999999194840,,twitter,2529
2548,"['germany', 'hungary']",0.716,['http://pbs.twimg.com/media/COIyDrFVAAEfzWu.jpg'],0.932,Alemania espera hasta '7.000' migrantes procedentes de Hungría este sábado http://t.co/XB87QBux7X http://t.co/BJLpFTayIn,germany expects up to 7 000 migrants from hungary this saturday,2019-09-28 11:47:33,7000.0,,HU,,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,2530
2549,"['germany', 'hungary', 'munich', 'germany']",0.781,['http://pbs.twimg.com/media/COIzvuFXAAA8Lyx.png'],0.858,RT @Juanmi_News: Alemania espera hoy la llegada de hasta 10.000 refugiad@s desde Hungría.#RefugeesWelcome Disp. policial en Múnich. http://…,germany is expecting the arrival of up to 10 000 refugees from hungary today refugeeswelcome disp police station in munich,2019-09-28 11:54:56,10000.0,,HU,,010100000052499D8026222740454772F90F114840,,twitter,2531
2550,"['bicske', 'austria']",0.607,['http://pbs.twimg.com/media/COJwreuWwAEsMWy.jpg'],0.963,"RT @subversivos_: Los #Refugees de #Bicske que no han conseguido autobuses, siguen a pie rumbo a la frontera de Austria 
#RefugeeMarch http…",the refugees of bicske who have not got buses continue on foot towards the austrian border refugeemarch,2019-09-28 16:21:14,,on foot,,,010100000017B7D100DEA23240D712F241CFBE4740,,twitter,2532
2551,"['hungary', 'austria']",1.0,,0.893,RT @cubadebate: Se dirigen a pie hacia Austria otros 500 migrantes provenientes de Hungría http://t.co/BqzXOJJ7jE,another 500 migrants from hungary are on their way to austria,2019-09-28 19:32:30,500.0,,HU,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2533
2552,"['vienna', 'budapest']",0.095,,0.73,RT @olgarodriguezfr: Llega a la estación de Budapest un convoy solidario de gente que ofrece a los refugiados traslado a Viena #refugeeconv…,a solidarity convoy of people offering refugees to vienna arrives at the budapest station refugeeconv,2019-09-29 17:47:23,,,,AT13,010100000076711B0DE05D30409A99999999194840,,twitter,2534
